Domain ascore,Domain,Links,First seen,Last seen
29,sureserver.com,325,2024-07-19,2025-02-08
19,feedburner.com,216,2024-10-07,2025-02-08
20,linksynergy.com,190,2024-10-07,2025-02-08
30,1shoppingcart.com,110,2024-10-07,2025-02-08
74,iherb.com,96,2024-10-07,2025-02-08
35,fatfreevegan.com,90,2024-10-07,2025-02-08
7,squidoo.com,87,2024-10-07,2025-02-08
36,veganhealth.org,86,2024-10-07,2025-02-08
33,veganpeace.com,82,2024-10-07,2025-02-08
100,amazon.com,35,2024-10-07,2025-02-08
100,nih.gov,20,2024-10-07,2025-02-07
5,diseaseproof.com,13,2024-10-08,2025-02-08
37,drfuhrman.com,8,2024-10-08,2025-02-08
97,msn.com,7,2024-10-07,2025-02-07
100,yahoo.com,7,2024-10-08,2025-02-05
100,bbc.co.uk,6,2024-10-13,2025-02-07
6,diet-blog.com,6,2024-10-10,2025-02-04
43,freedieting.com,6,2024-10-10,2025-02-04
92,harvard.edu,6,2024-10-11,2025-02-04
53,allposters.com,5,2024-12-03,2025-02-04
40,drmcdougall.com,5,2024-10-08,2025-02-07
51,eurekalert.org,5,2024-10-08,2025-02-08
30,whfoods.com,5,2024-10-08,2025-02-05
100,wikipedia.org,5,2024-12-05,2025-02-07
35,buydomains.com,4,2023-02-09,2025-02-07
35,drmirkin.com,4,2024-10-11,2025-02-07
67,newscientist.com,4,2024-10-10,2025-02-04
100,theguardian.com,4,2023-02-10,2025-02-04
88,usda.gov,4,2024-10-10,2025-02-04
2,wltips.com,4,2024-10-08,2025-02-07
90,archive.org,3,2024-10-07,2025-02-02
6,coolrunning.com,3,2024-12-05,2025-02-04
42,fitday.com,3,2024-10-07,2025-02-07
38,food-info.net,3,2024-10-13,2025-02-04
2,healthhacks.com,3,2024-10-13,2025-02-05
80,heart.org,3,2023-02-09,2025-02-07
31,lexblog.com,3,2024-10-08,2025-02-07
100,nytimes.com,3,2024-10-08,2025-02-04
36,oxfordjournals.org,3,2024-10-11,2025-01-29
6,recipezaar.com,3,2024-12-03,2025-02-07
55,sciencenews.org,3,2024-10-11,2025-02-04
25,americanheart.org,2,2024-11-26,2025-02-07
2,bahamas2000.com,2,2024-10-08,2025-02-08
50,bonehealthandosteoporosis.org,2,2023-07-24,2025-01-02
67,diabetes.org,2,2024-11-26,2025-02-07
50,eastbayexpress.com,2,2024-12-03,2025-02-02
60,efsa.europa.eu,2,2024-10-08,2025-02-07
79,gamesradar.com,2,2023-02-25,2025-01-25
43,gladwellbooks.com,2,2023-03-22,2025-02-04
37,guardian.co.uk,2,2024-10-11,2025-02-04
5,ifitandhealthy.com,2,2024-12-03,2025-02-07
73,jamanetwork.com,2,2024-02-12,2025-02-02
39,jhsph.edu,2,2024-10-10,2025-02-05
74,jhu.edu,2,2024-10-10,2025-02-05
5,kitchen-parade-veggieventure.blogspot.com,2,2024-12-03,2025-02-07
24,master.com,2,2024-10-08,2025-02-08
94,mcdonalds.com,2,2024-10-07,2025-02-07
61,montana.edu,2,2024-12-03,2025-02-07
86,nationalgeographic.com,2,2024-10-08,2025-02-02
26,nof.org,2,2024-12-08,2025-01-22
15,nosdiet.com,2,2024-11-21,2025-01-29
6,orthorexia.com,2,2024-12-03,2025-02-01
6,osteofound.org,2,2024-12-03,2025-01-20
70,rivm.nl,2,2024-12-03,2025-02-07
72,runnersworld.com,2,2024-12-05,2025-02-04
39,scienzavegetariana.it,2,2024-11-26,2025-02-07
10,shmooedfood.blogspot.com,2,2024-12-03,2025-02-07
36,shockabsorber.co.uk,2,2024-10-07,2025-02-04
42,sify.com,2,2024-12-03,2025-02-07
35,stevepavlina.com,2,2024-10-08,2025-01-22
27,studygs.net,2,2024-10-08,2025-02-07
2,turkeywalk.com,2,2024-10-08,2025-02-07
33,umm.edu,2,2024-10-10,2025-02-04
4,veganfitness.net,2,2024-12-05,2025-02-04
20,vegsource.com,2,2024-10-08,2025-02-07
27,weizmann-usa.org,2,2024-10-10,2025-02-05
31,whfoods.org,2,2024-12-08,2025-02-07
47,active.com,1,2024-12-05,2025-02-04
0,adriatic-reset-diet.com,1,2024-10-08,2025-02-07
69,ama-assn.org,1,2024-12-03,2025-02-02
100,amazon.co.uk,1,2024-10-08,2025-02-07
38,askdrsears.com,1,2024-10-11,2025-02-04
15,babyslime.livejournal.com,1,2024-12-03,2025-02-02
6,bantransfats.com,1,2024-10-07,2025-01-08
80,berkeley.edu,1,2024-10-08,2025-02-02
73,bmj.com,1,2024-11-28,2025-01-25
22,bmjjournals.com,1,2024-11-28,2025-01-25
4,brianna.org,1,2024-12-03,2025-02-02
6,calorierestriction.org,1,2024-12-03,2025-02-02
36,care2.com,1,2024-12-03,2025-02-02
91,cbsnews.com,1,2024-10-08,2025-02-07
2,cintianfood.blogspot.com,1,2024-10-08,2025-02-07
6,clickbank.net,1,2024-11-20,2025-01-30
100,cnn.com,1,2024-10-07,2025-01-08
43,confex.com,1,2024-10-13,2025-01-20
34,dailyworld.com,1,2024-10-11,2025-02-04
5,edge-online.co.uk,1,2024-11-28,2025-01-25
50,egullet.org,1,2024-11-26,2025-01-27
6,endojournals.org,1,2024-10-08,2025-02-02
5,energiseforlife.com,1,2024-10-08,2025-02-02
5,ergobabycarrier.com,1,2024-10-08,2025-02-02
64,ewg.org,1,2024-11-26,2025-01-27
25,execpc.com,1,2024-12-03,2025-02-02
48,exrx.net,1,2024-12-08,2025-01-22
53,fi.edu,1,2024-10-08,2025-02-02
33,fitwatch.com,1,2024-10-07,2025-02-07
5,foodnews.org,1,2024-11-26,2025-01-27
25,gamerdad.com,1,2024-11-28,2025-01-25
40,gamerevolution.com,1,2024-11-28,2025-01-25
2,getinmybelly.org,1,2024-10-08,2025-01-29
6,gladwell.com,1,2024-12-05,2025-02-04
5,gordonneufeld.com,1,2024-10-13,2025-01-24
4,happinessproject.typepad.com,1,2024-12-06,2025-02-05
21,headrush.typepad.com,1,2024-10-11,2025-02-04
65,health.gov,1,2024-12-03,2025-02-02
20,healthfinder.gov,1,2024-12-03,2025-02-02
19,hearstmags.com,1,2024-12-05,2025-02-04
66,hubpages.com,1,2024-10-13,2025-02-04
44,hugedomains.com,1,2024-12-03,2025-02-02
42,ifst.org,1,2024-10-13,2025-01-20
65,imperial.ac.uk,1,2024-12-08,2025-01-22
30,indiatogether.org,1,2024-10-07,2025-02-05
46,ingentaconnect.com,1,2024-10-13,2025-01-20
4,invisionguide.com,1,2024-12-03,2025-02-02
2,kozycarrier.com,1,2024-10-08,2025-02-02
99,medicalnewstoday.com,1,2024-10-10,2025-02-01
49,motherearthnews.com,1,2024-11-26,2025-01-27
29,msgfacts.com,1,2024-12-05,2025-02-04
2,mvhealth.com,1,2024-12-03,2025-02-02
33,neufeldinstitute.org,1,2024-10-13,2025-01-24
78,news.com.au,1,2024-12-03,2025-02-02
6,newscientistspace.com,1,2024-12-03,2025-02-02
29,nexternal.com,1,2024-10-11,2025-02-04
7,nhlbihin.net,1,2024-10-08,2025-02-02
88,npr.org,1,2024-10-07,2025-01-20
47,nutrition.org.uk,1,2024-10-11,2025-01-20
23,nutritiondata.com,1,2024-12-08,2025-01-22
30,nwcr.ws,1,2024-10-13,2025-02-05
15,pomegreat.com,1,2024-12-03,2025-02-02
36,quackwatch.org,1,2024-10-10,2025-01-22
54,rand.org,1,2024-10-07,2025-01-08
76,realsimple.com,1,2024-10-13,2025-02-05
39,rrca.org,1,2024-10-07,2025-02-02
5,runningtimes.com,1,2024-12-05,2025-02-04
19,sciam.com,1,2024-10-13,2025-01-20
68,self.com,1,2024-12-08,2025-01-22
46,sparkpeople.com,1,2024-10-07,2025-02-07
5,t-tapp.com,1,2024-10-08,2025-02-02
4,technologybizdev.com,1,2024-11-28,2025-01-25
2,thecaloriecalculator.net,1,2024-10-08,2025-01-20
14,thenewhomemaker.com,1,2024-12-03,2025-02-02
67,tufts.edu,1,2024-10-13,2025-02-04
62,umms.org,1,2024-10-10,2025-02-01
95,upmc.com,1,2024-10-11,2025-02-04
98,usatoday.com,1,2024-12-03,2025-02-02
49,vegansociety.com,1,2024-10-13,2025-02-04
30,versatilevinegar.org,1,2024-12-03,2025-02-02
87,washingtonpost.com,1,2024-12-03,2025-02-02
60,washu.edu,1,2024-12-03,2025-02-02
100,webmd.com,1,2024-12-05,2025-02-04
4,weendure.com,1,2024-12-06,2025-02-05
27,wfubmc.edu,1,2024-12-05,2025-01-20
27,wildmanstevebrill.com,1,2024-11-26,2025-01-27
67,wustl.edu,1,2024-12-03,2025-02-02
4,yourselffitness.com,1,2024-10-08,2025-02-02
